LineId,Device,type,time,Content,EventId,EventTemplate,ParameterList
156,Client03,SYSCALL,1584200440.215:4315,"arch=c000003e syscall=87 success=yes exit=0 a0=55ec4b69bd80 a1=1 a2=0 a3=0 items=2 ppid=2137 pid=19313 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=1 comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '87', '=yes', '0', 'a0=55ec4b69bd80', 'a1=1 a2=0 a3=0', '2', '2137', '19313', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '1', 'comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""']"
157,Client03,CWD,1584200440.215:4315,"cwd=""/home/akep/Downloads""",569c5378,"cwd<*>""","['=""/home/akep/Downloads']"
158,Client03,PATH,1584200440.215:4315,"item=0 name=""/home/akep/Downloads/"" inode=516310 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/Downloads/""', '516310', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
159,Client03,PATH,1584200440.215:4315,"item=1 name=""/home/akep/Downloads/.Report_2020.sh.swp"" inode=516680 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/Downloads/.Report_2020.sh.swp""', '516680', '08:01', '0100644', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
160,Client03,PROCTITLE,1584200440.215:4315,proctitle=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368,225d195d,proctitle<*><*>,['=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368']
161,Client03,SYSCALL,1584200440.215:4316,"arch=c000003e syscall=257 success=yes exit=4 a0=ffffff9c a1=55ec4b69db80 a2=200c1 a3=180 items=2 ppid=2137 pid=19313 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=1 comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '4', 'a0=ffffff9c', 'a1=55ec4b69db80 a2=200c1 a3=180', '2', '2137', '19313', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '1', 'comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""']"
162,Client03,CWD,1584200440.215:4316,"cwd=""/home/akep/Downloads""",569c5378,"cwd<*>""","['=""/home/akep/Downloads']"
163,Client03,PATH,1584200440.215:4316,"item=0 name=""/home/akep/"" inode=258049 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/""', '258049', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
164,Client03,PATH,1584200440.215:4316,"item=1 name=""/home/akep/.viminfo.tmp"" inode=258259 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.viminfo.tmp""', '258259', '08:01', '0100600', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
165,Client03,PROCTITLE,1584200440.215:4316,proctitle=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368,225d195d,proctitle<*><*>,['=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368']
166,Client03,SYSCALL,1584200440.215:4317,"arch=c000003e syscall=87 success=yes exit=0 a0=55ec4b6b3930 a1=55ec4b4890b0 a2=55ec4b4890b0 a3=7f95e0e1df40 items=2 ppid=2137 pid=19313 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=1 comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '87', '=yes', '0', 'a0=55ec4b6b3930', 'a1=55ec4b4890b0 a2=55ec4b4890b0 a3=7f95e0e1df40', '2', '2137', '19313', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '1', 'comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""']"
167,Client03,CWD,1584200440.215:4317,"cwd=""/home/akep/Downloads""",569c5378,"cwd<*>""","['=""/home/akep/Downloads']"
168,Client03,PATH,1584200440.215:4317,"item=0 name=""/home/akep/"" inode=258049 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/""', '258049', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
169,Client03,PATH,1584200440.215:4317,"item=1 name=""/home/akep/.viminfo"" inode=258258 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.viminfo""', '258258', '08:01', '0100600', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
170,Client03,PROCTITLE,1584200440.215:4317,proctitle=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368,225d195d,proctitle<*><*>,['=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368']
171,Client03,SYSCALL,1584200440.215:4318,"arch=c000003e syscall=82 success=yes exit=0 a0=55ec4b69db80 a1=55ec4b6b3930 a2=55ec4b4890b0 a3=7f95e0e1df40 items=4 ppid=2137 pid=19313 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=1 comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '82', '=yes', '0', 'a0=55ec4b69db80', 'a1=55ec4b6b3930 a2=55ec4b4890b0 a3=7f95e0e1df40', '4', '2137', '19313', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '1', 'comm=""vim"" exe=""/usr/bin/vim.basic"" key=""home""']"
172,Client03,CWD,1584200440.215:4318,"cwd=""/home/akep/Downloads""",569c5378,"cwd<*>""","['=""/home/akep/Downloads']"
173,Client03,PATH,1584200440.215:4318,"item=0 name=""/home/akep/"" inode=258049 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/""', '258049', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
174,Client03,PATH,1584200440.215:4318,"item=1 name=""/home/akep/"" inode=258049 dev=08:01 mode=040755 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/""', '258049', '08:01', '040755', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
175,Client03,PATH,1584200440.215:4318,"item=2 name=""/home/akep/.viminfo.tmp"" inode=258259 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['2 name=""/home/akep/.viminfo.tmp""', '258259', '08:01', '0100600', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
176,Client03,PATH,1584200440.215:4318,"item=3 name=""/home/akep/.viminfo"" inode=258259 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['3 name=""/home/akep/.viminfo""', '258259', '08:01', '0100600', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
177,Client03,PROCTITLE,1584200440.215:4318,proctitle=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368,225d195d,proctitle<*><*>,['=76696D002F686F6D652F616B65702F446F776E6C6F6164732F5265706F72745F323032302E7368']
178,Client03,SYSCALL,1584200443.359:4319,"arch=c000003e syscall=257 success=yes exit=11 a0=ffffff9c a1=56430be56dc0 a2=c2 a3=180 items=2 ppid=1832 pid=2056 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=1 comm=""gvfsd-metadata"" exe=""/usr/lib/gvfs/gvfsd-metadata"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '11', 'a0=ffffff9c', 'a1=56430be56dc0 a2=c2 a3=180', '2', '1832', '2056', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '1', 'comm=""gvfsd-metadata"" exe=""/usr/lib/gvfs/gvfsd-metadata"" key=""home""']"
179,Client03,CWD,1584200443.359:4319,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
180,Client03,PATH,1584200443.359:4319,"item=0 name=""/home/akep/.local/share/gvfs-metadata/"" inode=516676 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.local/share/gvfs-metadata/""', '516676', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
181,Client03,PATH,1584200443.359:4319,"item=1 name=""/home/akep/.local/share/gvfs-metadata/home.1Y9BH0"" inode=516680 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.local/share/gvfs-metadata/home.1Y9BH0""', '516680', '08:01', '0100600', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
182,Client03,PROCTITLE,1584200443.359:4319,"proctitle=""/usr/lib/gvfs/gvfsd-metadata""",5ea41cea,"proctitle<*>""","['=""/usr/lib/gvfs/gvfsd-metadata']"
183,Client03,SYSCALL,1584200443.407:4320,"arch=c000003e syscall=257 success=yes exit=11 a0=ffffff9c a1=56430be59110 a2=c2 a3=1b6 items=2 ppid=1832 pid=2056 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=1 comm=""gvfsd-metadata"" exe=""/usr/lib/gvfs/gvfsd-metadata"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '11', 'a0=ffffff9c', 'a1=56430be59110 a2=c2 a3=1b6', '2', '1832', '2056', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '1', 'comm=""gvfsd-metadata"" exe=""/usr/lib/gvfs/gvfsd-metadata"" key=""home""']"
184,Client03,CWD,1584200443.407:4320,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
185,Client03,PATH,1584200443.407:4320,"item=0 name=""/home/akep/.local/share/gvfs-metadata/"" inode=516676 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.local/share/gvfs-metadata/""', '516676', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
186,Client03,PATH,1584200443.407:4320,"item=1 name=""/home/akep/.local/share/gvfs-metadata/home-f374c674.log.XA3DH0"" inode=517932 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.local/share/gvfs-metadata/home-f374c674.log.XA3DH0""', '517932', '08:01', '0100644', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
187,Client03,PROCTITLE,1584200443.407:4320,"proctitle=""/usr/lib/gvfs/gvfsd-metadata""",5ea41cea,"proctitle<*>""","['=""/usr/lib/gvfs/gvfsd-metadata']"
188,Client03,SYSCALL,1584200443.407:4321,"arch=c000003e syscall=82 success=yes exit=0 a0=56430be56c00 a1=56430be543c0 a2=56430be23010 a3=8000 items=4 ppid=1832 pid=2056 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=1 comm=""gvfsd-metadata"" exe=""/usr/lib/gvfs/gvfsd-metadata"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '82', '=yes', '0', 'a0=56430be56c00', 'a1=56430be543c0 a2=56430be23010 a3=8000', '4', '1832', '2056', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '1', 'comm=""gvfsd-metadata"" exe=""/usr/lib/gvfs/gvfsd-metadata"" key=""home""']"
189,Client03,CWD,1584200443.407:4321,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
190,Client03,PATH,1584200443.407:4321,"item=0 name=""/home/akep/.local/share/gvfs-metadata/"" inode=516676 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.local/share/gvfs-metadata/""', '516676', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
191,Client03,PATH,1584200443.407:4321,"item=1 name=""/home/akep/.local/share/gvfs-metadata/"" inode=516676 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.local/share/gvfs-metadata/""', '516676', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
192,Client03,PATH,1584200443.407:4321,"item=2 name=""/home/akep/.local/share/gvfs-metadata/home-f374c674.log.XA3DH0"" inode=517932 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['2 name=""/home/akep/.local/share/gvfs-metadata/home-f374c674.log.XA3DH0""', '517932', '08:01', '0100644', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
193,Client03,PATH,1584200443.407:4321,"item=3 name=""/home/akep/.local/share/gvfs-metadata/home-f374c674.log"" inode=517932 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['3 name=""/home/akep/.local/share/gvfs-metadata/home-f374c674.log""', '517932', '08:01', '0100644', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
194,Client03,PROCTITLE,1584200443.407:4321,"proctitle=""/usr/lib/gvfs/gvfsd-metadata""",5ea41cea,"proctitle<*>""","['=""/usr/lib/gvfs/gvfsd-metadata']"
195,Client03,SYSCALL,1584200443.407:4322,"arch=c000003e syscall=257 success=yes exit=11 a0=ffffff9c a1=7fc03c00b8b0 a2=2 a3=0 items=1 ppid=1832 pid=2056 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=1 comm=""gvfsd-metadata"" exe=""/usr/lib/gvfs/gvfsd-metadata"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '11', 'a0=ffffff9c', 'a1=7fc03c00b8b0 a2=2 a3=0', '1', '1832', '2056', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '1', 'comm=""gvfsd-metadata"" exe=""/usr/lib/gvfs/gvfsd-metadata"" key=""home""']"
196,Client03,CWD,1584200443.407:4322,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
197,Client03,PATH,1584200443.407:4322,"item=0 name=""/home/akep/.local/share/gvfs-metadata/home"" inode=516713 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.local/share/gvfs-metadata/home""', '516713', '08:01', '0100600', '1000', '1000', '00:00', '=NORMAL', '0', '0', '0', '0']"
198,Client03,PROCTITLE,1584200443.407:4322,"proctitle=""/usr/lib/gvfs/gvfsd-metadata""",5ea41cea,"proctitle<*>""","['=""/usr/lib/gvfs/gvfsd-metadata']"
199,Client03,SYSCALL,1584200443.407:4323,"arch=c000003e syscall=82 success=yes exit=0 a0=56430be56dc0 a1=7fc03c00b8b0 a2=2 a3=0 items=5 ppid=1832 pid=2056 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=1 comm=""gvfsd-metadata"" exe=""/usr/lib/gvfs/gvfsd-metadata"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '82', '=yes', '0', 'a0=56430be56dc0', 'a1=7fc03c00b8b0 a2=2 a3=0', '5', '1832', '2056', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=(none)', '1', 'comm=""gvfsd-metadata"" exe=""/usr/lib/gvfs/gvfsd-metadata"" key=""home""']"
200,Client03,CWD,1584200443.407:4323,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
201,Client03,PATH,1584200443.407:4323,"item=0 name=""/home/akep/.local/share/gvfs-metadata/"" inode=516676 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.local/share/gvfs-metadata/""', '516676', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
202,Client03,PATH,1584200443.407:4323,"item=1 name=""/home/akep/.local/share/gvfs-metadata/"" inode=516676 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.local/share/gvfs-metadata/""', '516676', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
203,Client03,PATH,1584200443.407:4323,"item=2 name=""/home/akep/.local/share/gvfs-metadata/home.1Y9BH0"" inode=516680 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['2 name=""/home/akep/.local/share/gvfs-metadata/home.1Y9BH0""', '516680', '08:01', '0100600', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
204,Client03,PATH,1584200443.407:4323,"item=3 name=""/home/akep/.local/share/gvfs-metadata/home"" inode=516713 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['3 name=""/home/akep/.local/share/gvfs-metadata/home""', '516713', '08:01', '0100600', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
205,Client03,PATH,1584200443.407:4323,"item=4 name=""/home/akep/.local/share/gvfs-metadata/home"" inode=516680 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['4 name=""/home/akep/.local/share/gvfs-metadata/home""', '516680', '08:01', '0100600', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
206,Client03,PROCTITLE,1584200443.407:4323,"proctitle=""/usr/lib/gvfs/gvfsd-metadata""",5ea41cea,"proctitle<*>""","['=""/usr/lib/gvfs/gvfsd-metadata']"
