LineId,Device,type,time,Content,EventId,EventTemplate,ParameterList
52,Client03,PATH,1584200382.631:4295,"item=0 name=""/home/akep/.local/share/gvfs-metadata/home-2f0477ff.log"" inode=517922 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.local/share/gvfs-metadata/home-2f0477ff.log""', '517922', '08:01', '0100644', '1000', '1000', '00:00', '=NORMAL', '0', '0', '0', '0']"
53,Client03,PROCTITLE,1584200382.631:4295,"proctitle=""/usr/lib/gvfs/gvfsd-metadata""",5ea41cea,"proctitle<*>""","['=""/usr/lib/gvfs/gvfsd-metadata']"
54,Client03,SYSCALL,1584200382.839:4296,"arch=c000003e syscall=257 success=yes exit=165 a0=ffffff9c a1=7f23afb53300 a2=c2 a3=1b6 items=2 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""firefox"" exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '165', 'a0=ffffff9c', 'a1=7f23afb53300 a2=c2 a3=1b6', '2', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=""firefox"" exe=""/usr/lib/firefox/firefox"" key=""home""']"
55,Client03,CWD,1584200382.839:4296,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
56,Client03,PATH,1584200382.839:4296,"item=0 name=""/home/akep/.local/share/"" inode=516294 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.local/share/""', '516294', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
57,Client03,PATH,1584200382.839:4296,"item=1 name=""/home/akep/.local/share/recently-used.xbel.FL7YG0"" inode=517930 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.local/share/recently-used.xbel.FL7YG0""', '517930', '08:01', '0100644', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
58,Client03,PROCTITLE,1584200382.839:4296,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
59,Client03,SYSCALL,1584200382.839:4297,"arch=c000003e syscall=82 success=yes exit=0 a0=7f23afb5e800 a1=7f23bc86fb40 a2=7f23e0300018 a3=2d9 items=4 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=""firefox"" exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '82', '=yes', '0', 'a0=7f23afb5e800', 'a1=7f23bc86fb40 a2=7f23e0300018 a3=2d9', '4', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=""firefox"" exe=""/usr/lib/firefox/firefox"" key=""home""']"
60,Client03,CWD,1584200382.839:4297,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
61,Client03,PATH,1584200382.839:4297,"item=0 name=""/home/akep/.local/share/"" inode=516294 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.local/share/""', '516294', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
62,Client03,PATH,1584200382.839:4297,"item=1 name=""/home/akep/.local/share/"" inode=516294 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.local/share/""', '516294', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
63,Client03,PATH,1584200382.839:4297,"item=2 name=""/home/akep/.local/share/recently-used.xbel.FL7YG0"" inode=517930 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['2 name=""/home/akep/.local/share/recently-used.xbel.FL7YG0""', '517930', '08:01', '0100644', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
64,Client03,PATH,1584200382.839:4297,"item=3 name=""/home/akep/.local/share/recently-used.xbel"" inode=517930 dev=08:01 mode=0100644 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['3 name=""/home/akep/.local/share/recently-used.xbel""', '517930', '08:01', '0100644', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
65,Client03,PROCTITLE,1584200382.839:4297,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
66,Client03,SYSCALL,1584200383.043:4298,"arch=c000003e syscall=257 success=no exit=-17 a0=ffffff9c a1=7f23bc8bd788 a2=2c1 a3=180 items=2 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=53747265616D547E6E732023323639 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=no', '-17', 'a0=ffffff9c', 'a1=7f23bc8bd788 a2=2c1 a3=180', '2', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=53747265616D547E6E732023323639 exe=""/usr/lib/firefox/firefox"" key=""home""']"
67,Client03,CWD,1584200383.043:4298,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
68,Client03,PATH,1584200383.043:4298,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/"" inode=516486 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/""', '516486', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
69,Client03,PATH,1584200383.043:4298,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/prefs.js"" inode=516685 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/prefs.js""', '516685', '08:01', '0100600', '1000', '1000', '00:00', '=NORMAL', '0', '0', '0', '0']"
70,Client03,PROCTITLE,1584200383.043:4298,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
71,Client03,SYSCALL,1584200383.043:4299,"arch=c000003e syscall=257 success=yes exit=165 a0=ffffff9c a1=7f23bc8bd808 a2=2c1 a3=180 items=2 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=53747265616D547E6E732023323639 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '165', 'a0=ffffff9c', 'a1=7f23bc8bd808 a2=2c1 a3=180', '2', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=53747265616D547E6E732023323639 exe=""/usr/lib/firefox/firefox"" key=""home""']"
72,Client03,CWD,1584200383.043:4299,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
73,Client03,PATH,1584200383.043:4299,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/"" inode=516486 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/""', '516486', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
74,Client03,PATH,1584200383.043:4299,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/prefs-1.js"" inode=517931 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/prefs-1.js""', '517931', '08:01', '0100600', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
75,Client03,PROCTITLE,1584200383.043:4299,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
76,Client03,SYSCALL,1584200383.043:4300,"arch=c000003e syscall=83 success=no exit=-17 a0=7f23b0d9cc88 a1=1ed a2=1ed a3=0 items=1 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=53747265616D547E6E732023323639 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '83', '=no', '-17', 'a0=7f23b0d9cc88', 'a1=1ed a2=1ed a3=0', '1', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=53747265616D547E6E732023323639 exe=""/usr/lib/firefox/firefox"" key=""home""']"
77,Client03,CWD,1584200383.043:4300,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
78,Client03,PATH,1584200383.043:4300,"item=0 name=""/home/akep/.mozilla/firefox/"" inode=516476 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/""', '516476', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
79,Client03,PROCTITLE,1584200383.043:4300,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
80,Client03,SYSCALL,1584200383.043:4301,"arch=c000003e syscall=257 success=yes exit=165 a0=ffffff9c a1=7f23bc8bd808 a2=241 a3=180 items=2 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=53747265616D547E6E732023323639 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '165', 'a0=ffffff9c', 'a1=7f23bc8bd808 a2=241 a3=180', '2', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=53747265616D547E6E732023323639 exe=""/usr/lib/firefox/firefox"" key=""home""']"
81,Client03,CWD,1584200383.043:4301,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
82,Client03,PATH,1584200383.043:4301,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/"" inode=516486 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/""', '516486', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
83,Client03,PATH,1584200383.043:4301,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/prefs-1.js"" inode=517931 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/prefs-1.js""', '517931', '08:01', '0100600', '1000', '1000', '00:00', '=NORMAL', '0', '0', '0', '0']"
84,Client03,PROCTITLE,1584200383.043:4301,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
85,Client03,SYSCALL,1584200383.055:4302,"arch=c000003e syscall=82 success=yes exit=0 a0=7f23bc8bd808 a1=7f23bff7e79c a2=7f23e0300018 a3=0 items=5 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=53747265616D547E6E732023323639 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '82', '=yes', '0', 'a0=7f23bc8bd808', 'a1=7f23bff7e79c a2=7f23e0300018 a3=0', '5', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=53747265616D547E6E732023323639 exe=""/usr/lib/firefox/firefox"" key=""home""']"
86,Client03,CWD,1584200383.055:4302,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
87,Client03,PATH,1584200383.055:4302,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/"" inode=516486 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/""', '516486', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
88,Client03,PATH,1584200383.055:4302,"item=1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/"" inode=516486 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['1 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/""', '516486', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
89,Client03,PATH,1584200383.055:4302,"item=2 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/prefs-1.js"" inode=517931 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['2 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/prefs-1.js""', '517931', '08:01', '0100600', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
90,Client03,PATH,1584200383.055:4302,"item=3 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/prefs.js"" inode=516685 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['3 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/prefs.js""', '516685', '08:01', '0100600', '1000', '1000', '00:00', '=DELETE', '0', '0', '0', '0']"
91,Client03,PATH,1584200383.055:4302,"item=4 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/prefs.js"" inode=517931 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['4 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/prefs.js""', '517931', '08:01', '0100600', '1000', '1000', '00:00', '=CREATE', '0', '0', '0', '0']"
92,Client03,PROCTITLE,1584200383.055:4302,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
93,Client03,SYSCALL,1584200383.815:4303,"arch=c000003e syscall=87 success=no exit=-2 a0=7f23c459e380 a1=7f23c5ddc000 a2=7f23c57fbcb0 a3=7f23c57fb330 items=1 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=444F4D20576F726B6572 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '87', '=no', '-2', 'a0=7f23c459e380', 'a1=7f23c5ddc000 a2=7f23c57fbcb0 a3=7f23c57fb330', '1', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=444F4D20576F726B6572 exe=""/usr/lib/firefox/firefox"" key=""home""']"
94,Client03,CWD,1584200383.815:4303,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
95,Client03,PATH,1584200383.815:4303,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/"" inode=516486 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/""', '516486', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
96,Client03,PROCTITLE,1584200383.815:4303,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
97,Client03,SYSCALL,1584200387.535:4304,"arch=c000003e syscall=257 success=yes exit=165 a0=ffffff9c a1=7f23b4332e08 a2=2 a3=0 items=1 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=43616368653220492F4F exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '165', 'a0=ffffff9c', 'a1=7f23b4332e08 a2=2 a3=0', '1', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=43616368653220492F4F exe=""/usr/lib/firefox/firefox"" key=""home""']"
98,Client03,CWD,1584200387.535:4304,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
99,Client03,PATH,1584200387.535:4304,"item=0 name=""/home/akep/.cache/mozilla/firefox/xq5ngiu3.default-release/cache2/entries/75C134F3F0F5E5D355C0F20F503317D530BDEB0A"" inode=516710 dev=08:01 mode=0100600 ouid=1000 ogid=1000 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.cache/mozilla/firefox/xq5ngiu3.default-release/cache2/entries/75C134F3F0F5E5D355C0F20F503317D530BDEB0A""', '516710', '08:01', '0100600', '1000', '1000', '00:00', '=NORMAL', '0', '0', '0', '0']"
100,Client03,PROCTITLE,1584200387.535:4304,"proctitle=""/usr/lib/firefox/firefox""",5ea41cea,"proctitle<*>""","['=""/usr/lib/firefox/firefox']"
101,Client03,SYSCALL,1584200407.875:4305,"arch=c000003e syscall=257 success=yes exit=165 a0=ffffff9c a1=7f23afb3be08 a2=241 a3=180 items=2 ppid=2144 pid=2467 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=1 comm=53747265616D547E6E732023323639 exe=""/usr/lib/firefox/firefox"" key=""home""",83a6f4d4,arch<*> syscall=<*> success<*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*>,"['=c000003e', '257', '=yes', '165', 'a0=ffffff9c', 'a1=7f23afb3be08 a2=241 a3=180', '2', '2144', '2467', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000', '1000 tty=pts0', '1', 'comm=53747265616D547E6E732023323639 exe=""/usr/lib/firefox/firefox"" key=""home""']"
102,Client03,CWD,1584200407.875:4305,"cwd=""/home/akep""",569c5378,"cwd<*>""","['=""/home/akep']"
103,Client03,PATH,1584200407.875:4305,"item=0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/"" inode=516486 dev=08:01 mode=040700 ouid=1000 ogid=1000 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0",6d14a143,item=<*> <*> inode=<*> dev=<*>:<*> mode=<*> ouid=<*> ogid=<*> rdev=<*>:<*> nametype<*> cap_fp=<*> cap_fi=<*> cap_fe=<*> cap_fver=<*>,"['0 name=""/home/akep/.mozilla/firefox/xq5ngiu3.default-release/""', '516486', '08:01', '040700', '1000', '1000', '00:00', '=PARENT', '0', '0', '0', '0']"
